Name_N,RA(deg),DEC(deg),Type_N,Name_S,RA_d,DEC_d,Type_S,exactMatch
NGC 5236:[SL2011] 1_655,204.26625,-29.8444,*Cl,[SL2011] NGC 5236 1 655,204.26625,-29.844397,Cl*?,False
NGC 5236:[SL2011] 1_656,204.26346,-29.84323,*Cl,[SL2011] NGC 5236 1 656,204.263458,-29.843228,Cl*?,False
NGC 5236:[SL2011] 1_657,204.22283,-29.82786,*Cl,[SL2011] NGC 5236 1 657,204.222833,-29.827861,Cl*?,False
NGC 5236:[SL2011] 1_658,204.27358,-29.8466,*Cl,[SL2011] NGC 5236 1 658,204.273583,-29.8466,Cl*?,False
NGC 5236:[SL2011] 1_659,204.27604,-29.84591,*Cl,[SL2011] NGC 5236 1 659,204.276042,-29.845914,Cl*?,False
NGC 5236:[SL2011] 1_660,204.22808,-29.82807,*Cl,[SL2011] NGC 5236 1 660,204.228083,-29.828067,Cl*?,False
NGC 5236:[SL2011] 1_661,204.22229,-29.82581,*Cl,[SL2011] NGC 5236 1 661,204.222292,-29.825806,Cl*?,False
NGC 5236:[SL2011] 1_662,204.22237,-29.82571,*Cl,[SL2011] NGC 5236 1 662,204.222375,-29.825714,Cl*?,False
NGC 5236:[SL2011] 1_663,204.27617,-29.84556,*Cl,[SL2011] NGC 5236 1 663,204.276167,-29.845558,Cl*?,False
NGC 5236:[SL2011] 1_664,204.27017,-29.84288,*Cl,[SL2011] NGC 5236 1 664,204.270167,-29.842881,Cl*?,False
NGC 5236:[SL2011] 1_665,204.22213,-29.82488,*Cl,[SL2011] NGC 5236 1 665,204.222125,-29.824881,Cl*?,False
NGC 5236:[SL2011] 1_666,204.22421,-29.82564,*Cl,[SL2011] NGC 5236 1 666,204.224208,-29.825639,Cl*?,False
NGC 5236:[SL2011] 1_667,204.22333,-29.82522,*Cl,[SL2011] NGC 5236 1 667,204.223333,-29.825217,Cl*?,False
NGC 5236:[SL2011] 1_668,204.26721,-29.84151,*Cl,[SL2011] NGC 5236 1 668,204.267208,-29.841506,Cl*?,False
NGC 5236:[SL2011] 1_669,204.22175,-29.82446,*Cl,[SL2011] NGC 5236 1 669,204.22175,-29.824464,Cl*?,False
NGC 5236:[SL2011] 1_670,204.27263,-29.84333,*Cl,[SL2011] NGC 5236 1 670,204.272625,-29.843325,Cl*?,False
NGC 5236:[SL2011] 1_671,204.22258,-29.8247,*Cl,[SL2011] NGC 5236 1 671,204.222583,-29.8247,Cl*?,False
NGC 5236:[SL2011] 1_672,204.27671,-29.8448,*Cl,[SL2011] NGC 5236 1 672,204.276708,-29.8448,Cl*?,False
NGC 5236:[SL2011] 1_673,204.26942,-29.84157,*Cl,[SL2011] NGC 5236 1 673,204.269417,-29.841575,Cl*?,False
NGC 5236:[SL2011] 1_674,204.22521,-29.82434,*Cl,[SL2011] NGC 5236 1 674,204.225208,-29.824339,Cl*?,False
NGC 5236:[SL2011] 1_675,204.26867,-29.84,*Cl,[SL2011] NGC 5236 1 675,204.268667,-29.840003,Cl*?,False
NGC 5236:[SL2011] 1_676,204.27117,-29.84007,*Cl,[SL2011] NGC 5236 1 676,204.271167,-29.840072,Cl*?,False
NGC 5236:[SL2011] 1_677,204.268,-29.83883,*Cl,[SL2011] NGC 5236 1 677,204.268,-29.838833,Cl*?,False
NGC 5236:[SL2011] 1_678,204.26242,-29.83632,*Cl,[SL2011] NGC 5236 1 678,204.262417,-29.836325,Cl*?,False
NGC 5236:[SL2011] 1_679,204.27812,-29.84186,*Cl,[SL2011] NGC 5236 1 679,204.278125,-29.841864,Cl*?,False
NGC 5236:[SL2011] 1_680,204.27792,-29.84138,*Cl,[SL2011] NGC 5236 1 680,204.277917,-29.841383,Cl*?,False
NGC 5236:[SL2011] 1_681,204.22321,-29.82023,*Cl,[SL2011] NGC 5236 1 681,204.223208,-29.820228,Cl*?,False
NGC 5236:[SL2011] 1_682,204.22267,-29.81956,*Cl,[SL2011] NGC 5236 1 682,204.222667,-29.819564,Cl*?,False
NGC 5236:[SL2011] 1_683,204.27658,-29.83818,*Cl,[SL2011] NGC 5236 1 683,204.276583,-29.838178,Cl*?,False
NGC 5236:[SL2011] 1_684,204.27767,-29.8381,*Cl,[SL2011] NGC 5236 1 684,204.277667,-29.8381,Cl*?,False
NGC 5236:[SL2011] 1_685,204.27746,-29.83773,*Cl,[SL2011] NGC 5236 1 685,204.277458,-29.837733,Cl*?,False
NGC 5236:[SL2011] 1_686,204.2775,-29.83694,*Cl,[SL2011] NGC 5236 1 686,204.2775,-29.836936,Cl*?,False
NGC 5236:[SL2011] 1_687,204.26937,-29.83337,*Cl,[SL2011] NGC 5236 1 687,204.269375,-29.833369,Cl*?,False
NGC 5236:[SL2011] 1_688,204.27121,-29.83351,*Cl,[SL2011] NGC 5236 1 688,204.271208,-29.833514,Cl*?,False
NGC 5236:[SL2011] 1_689,204.27458,-29.83323,*Cl,[SL2011] NGC 5236 1 689,204.274583,-29.833233,Cl*?,False
NGC 5236:[SL2011] 1_690,204.22538,-29.81487,*Cl,[SL2011] NGC 5236 1 690,204.225375,-29.814872,Cl*?,False
NGC 5236:[SL2011] 1_691,204.27992,-29.83472,*Cl,[SL2011] NGC 5236 1 691,204.279917,-29.834722,Cl*?,False
NGC 5236:[SL2011] 1_692,204.27675,-29.83321,*Cl,[SL2011] NGC 5236 1 692,204.27675,-29.833206,Cl*?,False
NGC 5236:[SL2011] 1_693,204.22542,-29.81384,*Cl,[SL2011] NGC 5236 1 693,204.225417,-29.813842,Cl*?,False
NGC 5236:[SL2011] 1_694,204.22529,-29.81378,*Cl,[SL2011] NGC 5236 1 694,204.225292,-29.813781,Cl*?,False
NGC 5236:[SL2011] 1_695,204.27392,-29.83173,*Cl,[SL2011] NGC 5236 1 695,204.273917,-29.831731,Cl*?,False
NGC 5236:[SL2011] 1_696,204.27825,-29.83286,*Cl,[SL2011] NGC 5236 1 696,204.27825,-29.832861,Cl*?,False
NGC 5236:[SL2011] 1_697,204.27488,-29.83138,*Cl,[SL2011] NGC 5236 1 697,204.274875,-29.831378,Cl*?,False
NGC 5236:[SL2011] 1_698,204.28104,-29.83326,*Cl,[SL2011] NGC 5236 1 698,204.281042,-29.833264,Cl*?,False
NGC 5236:[SL2011] 1_699,204.26771,-29.82757,*Cl,[SL2011] NGC 5236 1 699,204.267708,-29.827569,Cl*?,False
NGC 5236:[SL2011] 1_700,204.27783,-29.83096,*Cl,[SL2011] NGC 5236 1 700,204.277833,-29.830964,Cl*?,False
NGC 5236:[SL2011] 1_701,204.22675,-29.81194,*Cl,[SL2011] NGC 5236 1 701,204.22675,-29.811942,Cl*?,False
NGC 5236:[SL2011] 1_702,204.23,-29.81304,*Cl,[SL2011] NGC 5236 1 702,204.23,-29.813044,Cl*?,False
NGC 5236:[SL2011] 1_703,204.2675,-29.82696,*Cl,[SL2011] NGC 5236 1 703,204.2675,-29.826964,Cl*?,False
NGC 5236:[SL2011] 1_704,204.26788,-29.82709,*Cl,[SL2011] NGC 5236 1 704,204.267875,-29.827089,Cl*?,False
NGC 5236:[SL2011] 1_705,204.26783,-29.82673,*Cl,[SL2011] NGC 5236 1 705,204.267833,-29.826733,Cl*?,False
NGC 5236:[SL2011] 1_706,204.26742,-29.82641,*Cl,[SL2011] NGC 5236 1 706,204.267417,-29.826414,Cl*?,False
NGC 5236:[SL2011] 1_707,204.27942,-29.83064,*Cl,[SL2011] NGC 5236 1 707,204.279417,-29.830642,Cl*?,False
NGC 5236:[SL2011] 1_708,204.22942,-29.81198,*Cl,[SL2011] NGC 5236 1 708,204.229417,-29.811981,Cl*?,False
NGC 5236:[SL2011] 1_709,204.26837,-29.82635,*Cl,[SL2011] NGC 5236 1 709,204.268375,-29.826347,Cl*?,False
NGC 5236:[SL2011] 1_710,204.22829,-29.81115,*Cl,[SL2011] NGC 5236 1 710,204.228292,-29.811147,Cl*?,False
NGC 5236:[SL2011] 1_711,204.26742,-29.82543,*Cl,[SL2011] NGC 5236 1 711,204.267417,-29.825431,Cl*?,False
NGC 5236:[SL2011] 1_712,204.25037,-29.81859,*Cl,[SL2011] NGC 5236 1 712,204.250375,-29.818592,Cl*?,False
NGC 5236:[SL2011] 1_713,204.26921,-29.82556,*Cl,[SL2011] NGC 5236 1 713,204.269208,-29.825558,Cl*?,False
NGC 5236:[SL2011] 1_714,204.26904,-29.82501,*Cl,[SL2011] NGC 5236 1 714,204.269042,-29.825011,Cl*?,False
NGC 5236:[SL2011] 1_715,204.26929,-29.8248,*Cl,[SL2011] NGC 5236 1 715,204.269292,-29.8248,Cl*?,False
NGC 5236:[SL2011] 1_716,204.28183,-29.82941,*Cl,[SL2011] NGC 5236 1 716,204.281833,-29.829406,Cl*?,False
NGC 5236:[SL2011] 1_717,204.27363,-29.82628,*Cl,[L99] n5236-1467,204.273625,-29.826283,Cl*,False
NGC 5236:[SL2011] 1_718,204.27038,-29.82504,*Cl,[SL2011] NGC 5236 1 718,204.270375,-29.825039,Cl*?,False
NGC 5236:[SL2011] 1_719,204.27138,-29.82515,*Cl,[SL2011] NGC 5236 1 719,204.271375,-29.825147,Cl*?,False
NGC 5236:[SL2011] 1_720,204.27054,-29.8248,*Cl,[SL2011] NGC 5236 1 720,204.270542,-29.8248,Cl*?,False
NGC 5236:[SL2011] 1_721,204.26983,-29.8245,*Cl,[SL2011] NGC 5236 1 721,204.269833,-29.8245,Cl*?,False
NGC 5236:[SL2011] 1_722,204.23454,-29.81121,*Cl,[SL2011] NGC 5236 1 722,204.234542,-29.811214,Cl*?,False
NGC 5236:[SL2011] 1_723,204.26983,-29.82431,*Cl,[SL2011] NGC 5236 1 723,204.269833,-29.824306,Cl*?,False
NGC 5236:[SL2011] 1_724,204.26942,-29.82411,*Cl,[SL2011] NGC 5236 1 724,204.269417,-29.824108,Cl*?,False
NGC 5236:[SL2011] 1_725,204.27104,-29.82469,*Cl,[SL2011] NGC 5236 1 725,204.271042,-29.824692,Cl*?,False
NGC 5236:[SL2011] 1_726,204.27104,-29.82457,*Cl,[SL2011] NGC 5236 1 726,204.271042,-29.824572,Cl*?,False
NGC 5236:[SL2011] 1_727,204.27,-29.82408,*Cl,[SL2011] NGC 5236 1 727,204.27,-29.824075,Cl*?,False
NGC 5236:[SL2011] 1_728,204.28075,-29.82776,*Cl,[SL2011] NGC 5236 1 728,204.28075,-29.827756,Cl*?,False
NGC 5236:[SL2011] 1_729,204.24817,-29.81523,*Cl,[SL2011] NGC 5236 1 729,204.248167,-29.815233,Cl*?,False
NGC 5236:[SL2011] 1_730,204.27096,-29.82309,*Cl,[SL2011] NGC 5236 1 730,204.270958,-29.823092,Cl*?,False
NGC 5236:[SL2011] 1_731,204.28533,-29.82823,*Cl,[SL2011] NGC 5236 1 731,204.285333,-29.828231,Cl*?,False
NGC 5236:[SL2011] 1_732,204.24029,-29.81099,*Cl,[SL2011] NGC 5236 1 732,204.240292,-29.810992,Cl*?,False
NGC 5236:[SL2011] 1_733,204.28175,-29.82528,*Cl,[SL2011] NGC 5236 1 733,204.28175,-29.825278,Cl*?,False
NGC 5236:[SL2011] 1_734,204.27392,-29.8223,*Cl,[SL2011] NGC 5236 1 734,204.273917,-29.8223,Cl*?,False
NGC 5236:[SL2011] 1_735,204.27754,-29.82343,*Cl,[SL2011] NGC 5236 1 735,204.277542,-29.823428,Cl*?,False
NGC 5236:[SL2011] 1_736,204.28383,-29.82538,*Cl,[SL2011] NGC 5236 1 736,204.283833,-29.825378,Cl*?,False
NGC 5236:[SL2011] 1_737,204.27971,-29.82381,*Cl,[SL2011] NGC 5236 1 737,204.279708,-29.823814,Cl*?,False
NGC 5236:[SL2011] 1_738,204.27858,-29.82295,*Cl,[SL2011] NGC 5236 1 738,204.278583,-29.822953,Cl*?,False
NGC 5236:[SL2011] 1_739,204.28696,-29.82586,*Cl,[SL2011] NGC 5236 1 739,204.286958,-29.825864,Cl*?,False
NGC 5236:[SL2011] 1_740,204.28037,-29.82219,*Cl,[SL2011] NGC 5236 1 740,204.280375,-29.822192,Cl*?,False
NGC 5236:[SL2011] 1_741,204.24375,-29.8082,*Cl,[SL2011] NGC 5236 1 741,204.24375,-29.808203,Cl*?,False
NGC 5236:[SL2011] 1_743,204.27842,-29.82094,*Cl,[SL2011] NGC 5236 1 743,204.278417,-29.820936,Cl*?,False
NGC 5236:[SL2011] 1_744,204.28113,-29.82181,*Cl,[SL2011] NGC 5236 1 744,204.281125,-29.821806,Cl*?,False
NGC 5236:[SL2011] 1_745,204.28275,-29.82216,*Cl,[SL2011] NGC 5236 1 745,204.28275,-29.822158,Cl*?,False
NGC 5236:[SL2011] 1_746,204.24167,-29.80674,*Cl,[SL2011] NGC 5236 1 746,204.241667,-29.806744,Cl*?,False
NGC 5236:[SL2011] 1_747,204.24508,-29.80768,*Cl,[SL2011] NGC 5236 1 747,204.245083,-29.807681,Cl*?,False
NGC 5236:[SL2011] 1_748,204.28479,-29.8224,*Cl,[SL2011] NGC 5236 1 748,204.284792,-29.822397,Cl*?,False
NGC 5236:[SL2011] 1_749,204.28633,-29.82261,*Cl,[SL2011] NGC 5236 1 749,204.286333,-29.822611,Cl*?,False
NGC 5236:[SL2011] 1_750,204.27754,-29.81911,*Cl,[SL2011] NGC 5236 1 750,204.277542,-29.819114,Cl*?,False
NGC 5236:[SL2011] 1_751,204.26271,-29.8134,*Cl,[SL2011] NGC 5236 1 751,204.262708,-29.813397,Cl*?,False
NGC 5236:[SL2011] 1_753,204.28675,-29.82183,*Cl,[SL2011] NGC 5236 1 753,204.28675,-29.821825,Cl*?,False
NGC 5236:[SL2011] 1_754,204.28021,-29.81915,*Cl,[SL2011] NGC 5236 1 754,204.280208,-29.819153,Cl*?,False
NGC 5236:[SL2011] 1_755,204.28396,-29.82043,*Cl,[SL2011] NGC 5236 1 755,204.283958,-29.820428,Cl*?,False
NGC 5236:[SL2011] 1_756,204.28029,-29.81881,*Cl,[SL2011] NGC 5236 1 756,204.280292,-29.818806,Cl*?,False
NGC 5236:[SL2011] 1_757,204.28188,-29.81937,*Cl,[SL2011] NGC 5236 1 757,204.281875,-29.819367,Cl*?,False
NGC 5236:[SL2011] 1_758,204.28017,-29.81866,*Cl,[SL2011] NGC 5236 1 758,204.280167,-29.818658,Cl*?,False
NGC 5236:[SL2011] 1_759,204.24204,-29.80444,*Cl,[SL2011] NGC 5236 1 759,204.242042,-29.804439,Cl*?,False
NGC 5236:[SL2011] 1_760,204.28,-29.81834,*Cl,[SL2011] NGC 5236 1 760,204.28,-29.818344,Cl*?,False
NGC 5236:[SL2011] 1_761,204.28117,-29.8187,*Cl,[SL2011] NGC 5236 1 761,204.281167,-29.8187,Cl*?,False
NGC 5236:[SL2011] 1_762,204.25054,-29.80709,*Cl,[SL2011] NGC 5236 1 762,204.250542,-29.807092,Cl*?,False
NGC 5236:[SL2011] 1_763,204.28083,-29.81836,*Cl,[SL2011] NGC 5236 1 763,204.280833,-29.818356,Cl*?,False
NGC 5236:[SL2011] 1_764,204.24513,-29.80503,*Cl,[SL2011] NGC 5236 1 764,204.245125,-29.805033,Cl*?,False
NGC 5236:[SL2011] 1_765,204.24421,-29.80461,*Cl,[SL2011] NGC 5236 1 765,204.244208,-29.804614,Cl*?,False
NGC 5236:[SL2011] 1_766,204.27658,-29.81662,*Cl,[SL2011] NGC 5236 1 766,204.276583,-29.816625,Cl*?,False
NGC 5236:[SL2011] 1_767,204.23483,-29.80108,*Cl,[SL2011] NGC 5236 1 767,204.234833,-29.801078,Cl*?,False
NGC 5236:[SL2011] 1_768,204.28467,-29.81958,*Cl,[SL2011] NGC 5236 1 768,204.284667,-29.819583,Cl*?,False
NGC 5236:[SL2011] 1_769,204.28563,-29.81985,*Cl,[SL2011] NGC 5236 1 769,204.285625,-29.819853,Cl*?,False
NGC 5236:[SL2011] 1_770,204.28529,-29.81966,*Cl,[SL2011] NGC 5236 1 770,204.285292,-29.819658,Cl*?,False
NGC 5236:[SL2011] 1_771,204.28467,-29.81919,*Cl,[SL2011] NGC 5236 1 771,204.284667,-29.819186,Cl*?,False
NGC 5236:[SL2011] 1_772,204.25258,-29.80684,*Cl,[SL2011] NGC 5236 1 772,204.252583,-29.806844,Cl*?,False
NGC 5236:[SL2011] 1_773,204.28933,-29.82036,*Cl,[SL2011] NGC 5236 1 773,204.289333,-29.820358,Cl*?,False
NGC 5236:[SL2011] 1_774,204.24921,-29.80534,*Cl,[SL2011] NGC 5236 1 774,204.249208,-29.805342,Cl*?,False
NGC 5236:[SL2011] 1_775,204.28637,-29.81905,*Cl,[SL2011] NGC 5236 1 775,204.286375,-29.819047,Cl*?,False
NGC 5236:[SL2011] 1_776,204.28733,-29.81937,*Cl,[SL2011] NGC 5236 1 776,204.287333,-29.819367,Cl*?,False
NGC 5236:[SL2011] 1_777,204.28533,-29.81858,*Cl,[SL2011] NGC 5236 1 777,204.285333,-29.818581,Cl*?,False
NGC 5236:[SL2011] 1_778,204.28821,-29.8195,*Cl,[SL2011] NGC 5236 1 778,204.288208,-29.819503,Cl*?,False
NGC 5236:[SL2011] 1_779,204.28867,-29.81949,*Cl,[SL2011] NGC 5236 1 779,204.288667,-29.819492,Cl*?,False
NGC 5236:[SL2011] 1_780,204.28808,-29.81911,*Cl,[SL2011] NGC 5236 1 780,204.288083,-29.819111,Cl*?,False
NGC 5236:[SL2011] 1_781,204.28887,-29.81911,*Cl,[SL2011] NGC 5236 1 781,204.288875,-29.819108,Cl*?,False
NGC 5236:[SL2011] 1_782,204.28933,-29.81913,*Cl,[SL2011] NGC 5236 1 782,204.289333,-29.819133,Cl*?,False
NGC 5236:[SL2011] 1_783,204.28833,-29.81829,*Cl,[SL2011] NGC 5236 1 783,204.288333,-29.818294,Cl*?,False
NGC 5236:[SL2011] 1_784,204.2895,-29.81871,*Cl,[SL2011] NGC 5236 1 784,204.2895,-29.818714,Cl*?,False
NGC 5236:[SL2011] 1_785,204.28658,-29.81761,*Cl,[SL2011] NGC 5236 1 785,204.286583,-29.817608,Cl*?,False
NGC 5236:[SL2011] 1_786,204.25317,-29.80494,*Cl,[SL2011] NGC 5236 1 786,204.253167,-29.804942,Cl*?,False
NGC 5236:[SL2011] 1_787,204.28104,-29.81507,*Cl,[SL2011] NGC 5236 1 787,204.281042,-29.815072,Cl*?,False
NGC 5236:[SL2011] 1_788,204.28779,-29.81754,*Cl,[SL2011] NGC 5236 1 788,204.287792,-29.817544,Cl*?,False
NGC 5236:[SL2011] 1_789,204.29,-29.81796,*Cl,[SL2011] NGC 5236 1 789,204.29,-29.817956,Cl*?,False
NGC 5236:[SL2011] 1_790,204.2505,-29.80317,*Cl,[SL2011] NGC 5236 1 790,204.2505,-29.803175,Cl*?,False
NGC 5236:[SL2011] 1_791,204.28646,-29.81613,*Cl,[SL2011] NGC 5236 1 791,204.286458,-29.816133,Cl*?,False
NGC 5236:[SL2011] 1_792,204.28588,-29.81568,*Cl,[SL2011] NGC 5236 1 792,204.285875,-29.815683,Cl*?,False
NGC 5236:[SL2011] 1_793,204.25113,-29.80264,*Cl,[SL2011] NGC 5236 1 793,204.251125,-29.802644,Cl*?,False
NGC 5236:[SL2011] 1_794,204.25433,-29.80254,*Cl,[SL2011] NGC 5236 1 794,204.254333,-29.802536,Cl*?,False
NGC 5236:[SL2011] 1_795,204.24629,-29.79924,*Cl,[SL2011] NGC 5236 1 795,204.246292,-29.799239,Cl*?,False
NGC 5236:[SL2011] 1_796,204.28496,-29.81325,*Cl,[SL2011] NGC 5236 1 796,204.284958,-29.81325,Cl*?,False
NGC 5236:[SL2011] 1_797,204.28492,-29.81256,*Cl,[SL2011] NGC 5236 1 797,204.284917,-29.812556,Cl*?,False
NGC 5236:[SL2011] 1_798,204.27158,-29.80729,*Cl,[SL2011] NGC 5236 1 798,204.271583,-29.807292,Cl*?,False
NGC 5236:[SL2011] 1_799,204.27346,-29.80764,*Cl,[SL2011] NGC 5236 1 799,204.273458,-29.807639,Cl*?,False
NGC 5236:[SL2011] 1_800,204.27662,-29.80878,*Cl,[SL2011] NGC 5236 1 800,204.276625,-29.808783,Cl*?,False
NGC 5236:[SL2011] 1_801,204.28238,-29.81024,*Cl,[SL2011] NGC 5236 1 801,204.282375,-29.810244,Cl*?,False
NGC 5236:[SL2011] 1_802,204.27996,-29.80899,*Cl,[SL2011] NGC 5236 1 802,204.279958,-29.808989,Cl*?,False
NGC 5236:[SL2011] 1_803,204.27729,-29.80788,*Cl,[SL2011] NGC 5236 1 803,204.277292,-29.807881,Cl*?,False
NGC 5236:[SL2011] 1_804,204.25667,-29.79968,*Cl,[SL2011] NGC 5236 1 804,204.256667,-29.799681,Cl*?,False
NGC 5236:[SL2011] 1_805,204.29087,-29.81214,*Cl,[SL2011] NGC 5236 1 805,204.290875,-29.812136,Cl*?,False
NGC 5236:[SL2011] 2_212,204.25563,-29.89701,*Cl,[SL2011] NGC 5236 2 212,204.255625,-29.897006,Cl*?,False
NGC 5236:[SL2011] 2_217,204.25679,-29.89608,*Cl,[L2004] n5236-407,204.256792,-29.896083,Cl*,False
NGC 5236:[SL2011] 2_222,204.25887,-29.89641,*Cl,[SL2011] NGC 5236 2 222,204.258875,-29.896414,Cl*?,False
NGC 5236:[SL2011] 2_225,204.26596,-29.89791,*Cl,[L2004] n5236-386,204.265958,-29.897911,Cl*,False
NGC 5236:[SL2011] 2_227,204.25813,-29.89464,*Cl,[SL2011] NGC 5236 2 227,204.258125,-29.894642,Cl*?,False
NGC 5236:[SL2011] 2_228,204.26508,-29.89743,*Cl,[SL2011] NGC 5236 2 228,204.265083,-29.897428,Cl*?,False
NGC 5236:[SL2011] 2_231,204.268,-29.89778,*Cl,[SL2011] NGC 5236 2 231,204.268,-29.897778,Cl*?,False
NGC 5236:[SL2011] 2_232,204.26746,-29.89744,*Cl,[SL2011] NGC 5236 2 232,204.267458,-29.897436,Cl*?,False
NGC 5236:[SL2011] 2_235,204.26413,-29.89558,*Cl,[SL2011] NGC 5236 2 235,204.264125,-29.895575,Cl*?,False
NGC 5236:[SL2011] 2_238,204.26604,-29.89608,*Cl,[SL2011] NGC 5236 2 238,204.266042,-29.896083,Cl*?,False
NGC 5236:[SL2011] 2_240,204.26233,-29.89362,*Cl,[SL2011] NGC 5236 2 240,204.262333,-29.893617,Cl*?,False
NGC 5236:[SL2011] 2_243,204.26329,-29.89382,*Cl,[SL2011] NGC 5236 2 243,204.263292,-29.893817,Cl*?,False
NGC 5236:[SL2011] 2_245,204.26083,-29.89247,*Cl,[SL2011] NGC 5236 2 245,204.260833,-29.892467,Cl*?,False
NGC 5236:[SL2011] 2_248,204.26642,-29.89409,*Cl,[SL2011] NGC 5236 2 248,204.266417,-29.894086,Cl*?,False
NGC 5236:[SL2011] 2_251,204.26492,-29.89305,*Cl,[SL2011] NGC 5236 2 251,204.264917,-29.893053,Cl*?,False
NGC 5236:[SL2011] 2_252,204.2755,-29.89733,*Cl,[L2004] n5236-390,204.2755,-29.897333,Cl*,False
NGC 5236:[SL2011] 2_253,204.26521,-29.89308,*Cl,[SL2011] NGC 5236 2 253,204.265208,-29.893078,Cl*?,False
NGC 5236:[SL2011] 2_255,204.26583,-29.8932,*Cl,[SL2011] NGC 5236 2 255,204.265833,-29.8932,Cl*?,False
NGC 5236:[SL2011] 2_257,204.26679,-29.89353,*Cl,[SL2011] NGC 5236 2 257,204.266792,-29.893525,Cl*?,False
NGC 5236:[SL2011] 2_258,204.26904,-29.89438,*Cl,[SL2011] NGC 5236 2 258,204.269042,-29.894378,Cl*?,False
NGC 5236:[SL2011] 2_260,204.27154,-29.89511,*Cl,[SL2011] NGC 5236 2 260,204.271542,-29.895114,Cl*?,False
NGC 5236:[SL2011] 2_264,204.27054,-29.89359,*Cl,[SL2011] NGC 5236 2 264,204.270542,-29.893592,Cl*?,False
NGC 5236:[SL2011] 2_267,204.26163,-29.88922,*Cl,[SL2011] NGC 5236 2 267,204.261625,-29.889217,Cl*?,False
NGC 5236:[SL2011] 2_270,204.28179,-29.89667,*Cl,[SL2011] NGC 5236 2 270,204.281792,-29.896675,Cl*?,False
NGC 5236:[SL2011] 2_540,204.25933,-29.89769,*Cl,[SL2011] NGC 5236 2 540,204.259333,-29.897689,Cl*?,False
NGC 5236:[SL2011] 2_543,204.25975,-29.89751,*Cl,[SL2011] NGC 5236 2 543,204.25975,-29.897506,Cl*?,False
NGC 5236:[SL2011] 2_547,204.25779,-29.89594,*Cl,[SL2011] NGC 5236 2 547,204.257792,-29.895936,Cl*?,False
NGC 5236:[SL2011] 2_550,204.26204,-29.89736,*Cl,[SL2011] NGC 5236 2 550,204.262042,-29.897358,Cl*?,False
NGC 5236:[SL2011] 2_555,204.26471,-29.89731,*Cl,[SL2011] NGC 5236 2 555,204.264708,-29.897308,Cl*?,False
NGC 5236:[SL2011] 2_562,204.26621,-29.89632,*Cl,[SL2011] NGC 5236 2 562,204.266208,-29.896317,Cl*?,False
NGC 5236:[SL2011] 2_564,204.26979,-29.89716,*Cl,[SL2011] NGC 5236 2 564,204.269792,-29.897156,Cl*?,False
NGC 5236:[SL2011] 2_567,204.26267,-29.89349,*Cl,[SL2011] NGC 5236 2 567,204.262667,-29.893492,Cl*?,False
NGC 5236:[SL2011] 2_568,204.27342,-29.89776,*Cl,[SL2011] NGC 5236 2 568,204.273417,-29.897756,Cl*?,False
NGC 5236:[SL2011] 2_569,204.26996,-29.8962,*Cl,[SL2011] NGC 5236 2 569,204.269958,-29.896203,Cl*?,False
NGC 5236:[SL2011] 2_573,204.26604,-29.89349,*Cl,[SL2011] NGC 5236 2 573,204.266042,-29.893492,Cl*?,False
NGC 5236:[SL2011] 2_577,204.26508,-29.8926,*Cl,[SL2011] NGC 5236 2 577,204.265083,-29.892603,Cl*?,False
NGC 5236:[SL2011] 2_580,204.273,-29.89553,*Cl,[SL2011] NGC 5236 2 580,204.273,-29.895528,Cl*?,False
NGC 5236:[SL2011] 2_584,204.2755,-29.89593,*Cl,[SL2011] NGC 5236 2 584,204.2755,-29.895931,Cl*?,False
NGC 5236:[SL2011] 2_586,204.26988,-29.89348,*Cl,[SL2011] NGC 5236 2 586,204.269875,-29.893483,Cl*?,False
NGC 5236:[SL2011] 2_588,204.27113,-29.89392,*Cl,[SL2011] NGC 5236 2 588,204.271125,-29.893919,Cl*?,False
NGC 5236:[SL2011] 2_590,204.27083,-29.89362,*Cl,[SL2011] NGC 5236 2 590,204.270833,-29.893617,Cl*?,False
NGC 5236:[SL2011] 2_592,204.27542,-29.89521,*Cl,[SL2011] NGC 5236 2 592,204.275417,-29.895206,Cl*?,False
NGC 5236:[SL2011] 2_594,204.27417,-29.89454,*Cl,[SL2011] NGC 5236 2 594,204.274167,-29.894544,Cl*?,False
NGC 5236:[SL2011] 2_595,204.27279,-29.89372,*Cl,[SL2011] NGC 5236 2 595,204.272792,-29.893719,Cl*?,False
NGC 5236:[SL2011] 2_596,204.265,-29.89055,*Cl,[SL2011] NGC 5236 2 596,204.265,-29.890547,Cl*?,False
NGC 5236:[SL2011] 2_597,204.28054,-29.8966,*Cl,[SL2011] NGC 5236 2 597,204.280542,-29.8966,Cl*?,False
NGC 5236:[SW94] A,204.24906,-29.86524,VisS,[SW94] A,204.24908,-29.86525,Star,False
NGC 5236:[SW94] B,204.25044,-29.86432,VisS,[HT2008] 15,204.25058,-29.86419,Cl*,False
NGC 5236:[SW94] C,204.25099,-29.86824,VisS,[SW94] C,204.251,-29.86825,Star,False
NGC 5236:[SW94] D,204.25145,-29.86621,VisS,[GRL91] 5,204.25146,-29.86622,PartofG,False
NGC 5236:[SW94] E,204.25195,-29.86712,VisS,[SW94] E,204.25196,-29.86714,Star,False
NGC 5236:[SW94] F,204.25207,-29.86532,VisS,[SW94] F,204.25208,-29.86533,Star,False
